33.04129516,-0.031604129
90.14558356,-0.013535261
129.1541908,0.00169682
146.9910308,0.028168351
167.3870196,0.047253928
217.2069656,0.021763034
260.4433681,0.000648162
308.7967742,-0.021753442
362.3419545,-0.042493683
408.2491154,-0.059825804
435.972012,-0.083487417
438.7681159,-0.10201005
456.2632377,-0.112525123
510.4936199,-0.089328591
554.8440282,-0.066519805
596.5760601,-0.045428417
640.886673,-0.024188704
685.2288251,-0.001705448
721.7744666,0.017936849
735.4365959,0.049007899
737.4062341,0.072864322
765.942029,0.09798995
785.7475785,0.078894472
820.6462258,0.058494408
861.2837286,0.036430076
894.3192614,0.019195239
915.513861,-0.008064203
917.567912,-0.02361809
936.8836888,-0.04291771
948.5862693,-0.033997234
993.7704627,-0.018922065
1040.673852,0.00302566
1068.301653,0.01959799
1098.940354,0.027638191
1150.435801,0.020736019
1157.503095,0.036683417
1160.370694,0.049748744
1177.614522,0.029648241
1197.834426,0.006834839
1212.153157,-0.008542714
1212.527222,-0.022977821
1215.535922,-0.039711003
1247.656271,-0.059189762
1304.554009,-0.049264871
1361.578782,-0.034331155
1395.207993,-0.007853824
1421.975169,0.012019016
1462.567602,-0.011822367
1495.500764,-0.033093525
1533.573522,-0.054760664
1574.168974,-0.07848301
1622.611801,-0.097358855
1668.691583,-0.107884768
1683.497196,-0.124120603
1708.386781,-0.138096705
1743.158189,-0.115894595
1751.564089,-0.089026275
1758.628286,-0.061809045
1785.532293,-0.052566984
1814.246959,-0.068844221
1837.349033,-0.073776195
1857.694268,-0.055778894
1871.508824,-0.029762922
1874.211638,-0.004522613
1892.398587,0.012562814
1922.552982,0.001507538
1927.115651,-0.018592965
1946.717282,-0.045728643
1956.700832,-0.03789144
2005.803027,-0.013849117
2042.401212,0.007864873
2076.482969,0.031881167
2102.697819,0.050280865
2113.139422,0.07619689
2115.191902,0.096984925
2118.13597,0.113065327
2138.731702,0.125125628
2163.584225,0.105025126
2163.762654,0.112060302
2178.242234,0.084767544
2182.319205,0.043718593
2182.778021,0.061809045
2202.916741,0.042433708
2237.861408,0.033668342
2259.283754,0.031432846
2315.934479,0.031618358
2367.841504,0.047809433
2401.744726,0.064786357
2418.164666,0.103072499
2454.562158,0.116873487
2498.311224,0.090591848
2529.873892,0.066044747
2570.782924,0.043809147
2632.631816,0.011100732
2667.677282,-0.008102465
2697.543879,-0.041708543
2698.078246,-0.027693139
2712.225985,-0.06281407
2716.712184,-0.085929648
2760.134003,-0.073869347
2765.665283,-0.055778894
2767.259273,-0.041062922
2771.45146,-0.027638191
2782.029714,-0.010552764
2798.702668,-0.019552033
2828.782385,-0.051809035
2853.832105,-0.079348732
2900.565556,-0.064101413
2931.874962,-0.047873531
2947.990224,-0.021600395
2954.646421,-0.004522613
2957.666958,0.014572864
2992.893817,0.003517588
3017.542422,-0.024623116
3029.840418,-0.043050219
3081.740647,-0.027127106
3128.676824,-0.003886576
3175.592875,0.018560375
3196.506081,0.031658291
3222.529052,0.041800906
3249.04135,0.071928569
3251.474765,0.098994975
3267.176462,0.118090452
3293.615825,0.103571968
3339.388604,0.08094136
3379.960057,0.056272792
3423.146994,0.033207578
3458.83045,0.018855133
